Departamento,MUNICIPIO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,BARBOSA
ANTIOQUIA,JERICO
ANTIOQUIA,JERICO
ANTIOQUIA,CAREPA 
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,EL PEÑOL
ANTIOQUIA,SABANETA
ANTIOQUIA,Maceo ANTIOQUIA 
ANTIOQUIA,PUERTO BERRÍO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,CAREPA
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,MUTATA 
ANTIOQUIA,BELLO
ANTIOQUIA,CAREPA 
ANTIOQUIA,CAREPA 
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,APARTADO
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,TURBO
ANTIOQUIA,MUTATA 
ANTIOQUIA,MUTATA 
ANTIOQUIA,BELLO
ANTIOQUIA,FREDONIA
ANTIOQUIA,BELLO
ANTIOQUIA,DON MATIAS
ANTIOQUIA,RIONEGRO
ANTIOQUIA,SANTA BÁRBARA 
ANTIOQUIA,SANTA BÁRBARA 
ANTIOQUIA,ANGOSTURA
ANTIOQUIA,SANTA BÁRBARA 
ANTIOQUIA,TURBO
ANTIOQUIA,Santa Rosa de Osos
ANTIOQUIA,El santuario
ANTIOQUIA,MARINILLA
ANTIOQUIA,NECOCLÍ
ANTIOQUIA,APARTADO
ANTIOQUIA,CURRULAO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,CURRULAO
ANTIOQUIA,CURRULAO
ANTIOQUIA,Itagui
ANTIOQUIA,TURBO
ANTIOQUIA,Sabaneta 
ANTIOQUIA,VILLAVICENCIO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,SOPETRÁN
ANTIOQUIA,CAUCASIA
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,CÁCERES
ANTIOQUIA,N/A
ANTIOQUIA,TURBO
ANTIOQUIA,ENVIGADO 
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,CHARALÁ 
ANTIOQUIA,APARTADO
ANTIOQUIA,SANTANDER
ANTIOQUIA,BELLO
ANTIOQUIA,Antioquia 
ANTIOQUIA,BELLO
ANTIOQUIA,TURBO
ANTIOQUIA,N/A
ANTIOQUIA,APARTADO
ANTIOQUIA,N/A
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,BELLO
ANTIOQUIA,SAN CRISTOBAL
ANTIOQUIA,SANTA CRUZ LA ROSA PARTE BAJA
ANTIOQUIA,BELLO
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,Nuquí ChocO 
ANTIOQUIA,Bogotta 
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,TURBO
ANTIOQUIA,RIONEGRO
ANTIOQUIA,BELLO
ANTIOQUIA,San José de la montaña
ANTIOQUIA,CAMPAMENTO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,SAN LUIS  
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,CHIGORODO
ANTIOQUIA,Puerto Berrio
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,CORDOBA
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,BELLO
ANTIOQUIA,Bello
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,EL MORADO 
ANTIOQUIA,CHIGORODO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAREPA
ANTIOQUIA,SOPETRÁN
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,COPACABANA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,RIONEGRO
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,JERICO
ANTIOQUIA,ITUANGO
ANTIOQUIA,COPACABANA
ANTIOQUIA,FRONTINO
ANTIOQUIA,RIONEGRO
ANTIOQUIA,MITÚ
ANTIOQUIA,COPACABANA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,SANTO DOMINGO
ANTIOQUIA,APARTADO
ANTIOQUIA,SAN JOSE DE LA MONTAÑA
ANTIOQUIA,RIONEGRO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,BARBOSA
ANTIOQUIA,BELLO
ANTIOQUIA,MARINILLA
ANTIOQUIA,BARBOSA
ANTIOQUIA,BERRIO
ANTIOQUIA,BELLO
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,N/A
ANTIOQUIA,SANTA ROSA DE OSOS
ANTIOQUIA,N/A
ANTIOQUIA,CAREPA
ANTIOQUIA,BELLO
ANTIOQUIA,SANTA FE DE ANTIOQUIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,BERRIO
ANTIOQUIA,BERRIO
ANTIOQUIA,APARTADO
ANTIOQUIA,BERRIO
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,BERRIO
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,TURBO
ANTIOQUIA,YARUMAL
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,CARAMANTA
ANTIOQUIA,BELLO
ANTIOQUIA,COCORNÁ
ANTIOQUIA,ALEJANDRÍA
ANTIOQUIA,ALEJANDRÍA
ANTIOQUIA,BELLO
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,SAN JOSE DE LA MONTAÑA
ANTIOQUIA,N/A
ANTIOQUIA,ENVIGADO
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,BERRIO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,YOLOMBO
ANTIOQUIA,ENTRERRIOS
ANTIOQUIA,JERICO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,MACEO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BERRIO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,SAN CARLOS
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BARBOSA
ANTIOQUIA,PEQUE
ANTIOQUIA,BERRIO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CAREPA
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,YOLOMBO
ANTIOQUIA,CAROLINA DEL PRÍNCIPE
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BARBOSA
ANTIOQUIA,SANTA FE DE ANTIOQUIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BERRIO
ANTIOQUIA,CARMEN DE CHUCURÍ
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,CAROLINA DEL PRÍNCIPE
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,N/A
ANTIOQUIA,TITIRIBÍ
ANTIOQUIA,BELLO
ANTIOQUIA,RIONEGRO
ANTIOQUIA,APARTADO
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,CAUCASIA
ANTIOQUIA,SANTUARIO
ANTIOQUIA,CISNEROS
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BAGRE
ANTIOQUIA,MARINILLA
ANTIOQUIA,CAROLINA DEL PRÍNCIPE
ANTIOQUIA,BERRIO
ANTIOQUIA,BELLO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,RIONEGRO
ANTIOQUIA,BARBOSA
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,MONTELIBANO
ANTIOQUIA,GUARNE
ANTIOQUIA,APARTADO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,CAREPA
ANTIOQUIA,N/A
ANTIOQUIA,COPACABANA
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,BELLO
ANTIOQUIA,YARUMAL
ANTIOQUIA,CAUCASIA
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,BARBOSA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,N/A
ANTIOQUIA,CAUCASIA
ANTIOQUIA,CONTRATACION
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,BARBOSA
ANTIOQUIA,ABRIAQUÍ
ANTIOQUIA,N/A
ANTIOQUIA,ENTRERRIOS
ANTIOQUIA,BELLO
ANTIOQUIA,ITUANGO
ANTIOQUIA,N/A
ANTIOQUIA,YARUMAL
ANTIOQUIA,N/A
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,NUQUÍ
ANTIOQUIA,MARINILLA
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,MARINILLA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,JARDÍN
ANTIOQUIA,DABEIBA
ANTIOQUIA,SANTA FE DE ANTIOQUIA
ANTIOQUIA,COCORNÁ
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,CAUCASIA
ANTIOQUIA,SANTA ROSA DE OSOS
ANTIOQUIA,BELLO
ANTIOQUIA,AMALFI
ANTIOQUIA,N/A
ANTIOQUIA,CAUCASIA
ANTIOQUIA,MACEO
ANTIOQUIA,BELLO
ANTIOQUIA,BARBOSA
ANTIOQUIA,BERRIO
ANTIOQUIA,ENVIGADO
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,SANTA FE DE ANTIOQUIA
ANTIOQUIA,N/A
ANTIOQUIA,SANTO DOMINGO
ANTIOQUIA,LA ESTRELLA 
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA 
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,SALGAR
ANTIOQUIA,CÁCERES
ANTIOQUIA,SABANETA
ANTIOQUIA,BAGRE
ANTIOQUIA,CALDAS
ANTIOQUIA,SAN RAFAEL
ANTIOQUIA,ENVIGADO
ANTIOQUIA,BELLO
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,JERICO
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,MARINILLA
ANTIOQUIA,FREDONIA
ANTIOQUIA,COPACABANA
ANTIOQUIA,APARTADO
ANTIOQUIA,SAN RAFAEL
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,HELICONIA
ANTIOQUIA,SABANETA
ANTIOQUIA,SAN RAFAEL
ANTIOQUIA,DABEIBA
ANTIOQUIA,BELLO
ANTIOQUIA,PUERTO BERRÍO
ANTIOQUIA,BELLO
ANTIOQUIA,CALDAS
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,JERICO
ANTIOQUIA,BELLO
ANTIOQUIA,SALGAR
ANTIOQUIA,JERICO
ANTIOQUIA,APARTADO
ANTIOQUIA,MARINILLA
ANTIOQUIA,BARBOSA
ANTIOQUIA,VIGIA DEL FUERTE
ANTIOQUIA,BAGRE
ANTIOQUIA,ENVIGADO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,CAROLINA DEL PRÍNCIPE
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,ENVIGADO
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BELLO
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,COPACABANA
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,BELLO
ANTIOQUIA,SAN JOSE DE LA MONTAÑA
ANTIOQUIA,SABANETA
ANTIOQUIA,CHIGORODO
ANTIOQUIA,PUEBLO RICO
ANTIOQUIA,PEQUE
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,SAN RAFAEL 
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,N. BELEN  
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,APARTADO
ANTIOQUIA,CURRULAO
ANTIOQUIA,APARTADO
ANTIOQUIA,CURRULAO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,MUTATA 
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,MUTATA 
ANTIOQUIA,APARTADO
ANTIOQUIA,CURRULAO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,MUTATA 
ANTIOQUIA,E. MADRE LA 
ANTIOQUIA,CURRULAO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,CURRULAO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,CURRULAO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,TURBO
ANTIOQUIA,MUTATA 
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,CURRULAO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,NECOCLÍ
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,CAREPA 
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,CAREPA 
ANTIOQUIA,APARTADO
ANTIOQUIA,TURBO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,CAREPA 
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,CAREPA 
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,APARTADO
ANTIOQUIA,CAREPA 
ANTIOQUIA,CAREPA 
ANTIOQUIA,SAN CARLOS
ANTIOQUIA,PEQUE
ANTIOQUIA,SAN LUIS
ANTIOQUIA,SAN LUIS
ANTIOQUIA,N/A
ANTIOQUIA,EL PEÑOL
ANTIOQUIA,GOMEZ PLATA
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,CONCEPCION
ANTIOQUIA,CONCEPCION
ANTIOQUIA,BELLO
ANTIOQUIA,BELLO
ANTIOQUIA,EL PEÑOL
ANTIOQUIA,BELLO
ANTIOQUIA,TITIRIBÍ
ANTIOQUIA,ITUANGO
ANTIOQUIA,N/A
ANTIOQUIA,ITUANGO
ANTIOQUIA,SEGOVIA
ANTIOQUIA,SEGOVIA
ANTIOQUIA,YOLOMBO
ANTIOQUIA,YOLOMBO
ANTIOQUIA,COPACABANA
ANTIOQUIA,TITIRIBÍ
ANTIOQUIA,VALDIVIA
ANTIOQUIA,LA UNION
ANTIOQUIA,TARAZÁ 
ANTIOQUIA,PEQUE
ANTIOQUIA,SABANETA
ANTIOQUIA,FREDONIA
ANTIOQUIA,SANTO DOMINGO
ANTIOQUIA,MARINILLA
ANTIOQUIA,BETANIA
ANTIOQUIA,LA CEJA
ANTIOQUIA,ANDES
ANTIOQUIA,ABEJORRAL
ANTIOQUIA,ARBOLETES
ANTIOQUIA,N/A
ANTIOQUIA,ABRIAQUÍ
ANTIOQUIA,HELICONIA
ANTIOQUIA,BELLO
ANTIOQUIA,YALÍ
ANTIOQUIA,SAN LUIS
ANTIOQUIA,TITIRIBÍ
ANTIOQUIA,YOLOMBO
ANTIOQUIA,SAN LUIS
ANTIOQUIA,CAROLINA DEL PRÍNCIPE
ANTIOQUIA,CAICEDO
ANTIOQUIA,SAN LUIS
ANTIOQUIA,NECHÍ
ANTIOQUIA,LA CEJA
ANTIOQUIA,SANTO DOMINGO
ANTIOQUIA,GUADALUPE
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,URRAO
ANTIOQUIA,VEGACHÍ
ANTIOQUIA,SABANETA
ANTIOQUIA,GIRALDO
ANTIOQUIA,ARGELIA
ANTIOQUIA,SAN FRANCISCO
ANTIOQUIA,BETANIA
ANTIOQUIA,GRANADA
ANTIOQUIA,YOLOMBO
ANTIOQUIA,TITIRIBÍ
ANTIOQUIA,ALEJANDRÍA
ANTIOQUIA,VALDIVIA
ANTIOQUIA,MACEO
ANTIOQUIA,SANTUARIO
ANTIOQUIA,VALDIVIA
ANTIOQUIA,EL BAGRE
ANTIOQUIA,BETANIA
ANTIOQUIA,SAN CARLOS
ANTIOQUIA,COPACABANA
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,SAN ROQUE
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,TÁMESIS
ANTIOQUIA,BELLO
ANTIOQUIA,MARINILLA
ANTIOQUIA,RIONEGRO
ANTIOQUIA,CAUCASIA
ANTIOQUIA,PEQUE
ANTIOQUIA,SAN PEDRO DE URABA
ANTIOQUIA,SAN CARLOS
ANTIOQUIA,VIGIA DEL FUERTE
ANTIOQUIA,RETIRO
ANTIOQUIA,APARTADO
ANTIOQUIA,RETIRO
ANTIOQUIA,GUARNE
ANTIOQUIA,N/A
ANTIOQUIA,PEQUE
ANTIOQUIA,SEGOVIA
ANTIOQUIA,BETANIA
ANTIOQUIA,AMAGÁ
ANTIOQUIA,RIONEGRO
ANTIOQUIA,LA UNION
ANTIOQUIA,DON MATIAS
ANTIOQUIA,REMEDIOS
ANTIOQUIA,BELLO
ANTIOQUIA,N/A
ANTIOQUIA,PEQUE
ANTIOQUIA,CAUCASIA
ANTIOQUIA,BARBOSA
ANTIOQUIA,TARAZÁ 
ANTIOQUIA,LA UNION
ANTIOQUIA,CHIGORODO
ANTIOQUIA,SAN VICENTE DE FERRER
ANTIOQUIA,TURBO
ANTIOQUIA,ARBOLETES
ANTIOQUIA,RETIRO
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,BELLO
ANTIOQUIA,PEQUE
ANTIOQUIA,HELICONIA
ANTIOQUIA,CÁCERES
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,ANGELOPOLIS
ANTIOQUIA,SAN JUAN DE URABÁ
ANTIOQUIA,MACEO
ANTIOQUIA,PEQUE
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,BURITICÁ
ANTIOQUIA,VALDIVIA
ANTIOQUIA,N/A
ANTIOQUIA,EL BAGRE
ANTIOQUIA,PUERTO NARE
ANTIOQUIA,VIGIA DEL FUERTE
ANTIOQUIA,RIONEGRO
ANTIOQUIA,N/A
ANTIOQUIA,RIONEGRO
ANTIOQUIA,ANZÁ
ANTIOQUIA,CHIGORODO
ANTIOQUIA,ITUANGO
ANTIOQUIA,SANTA ROSA DE OSOS
ANTIOQUIA,SAN RAFAEL 
ANTIOQUIA,JARDÍN
ANTIOQUIA,N/A
ANTIOQUIA,SAN VICENTE DE FERRER
ANTIOQUIA,ZARAGOZA
ANTIOQUIA,RIONEGRO
ANTIOQUIA,CHIGORODO
ANTIOQUIA,URRAO
ANTIOQUIA,ALEJANDRÍA
ANTIOQUIA,SANTUARIO
ANTIOQUIA,SANTA BÁRBARA 
ANTIOQUIA,N/A
ANTIOQUIA,DON MATIAS
ANTIOQUIA,CÁCERES
ANTIOQUIA,N/A
ANTIOQUIA,AMALFI
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,CAÑASGORDAS
ANTIOQUIA,APARTADO
ANTIOQUIA,PEQUE
ANTIOQUIA,HELICONIA
ANTIOQUIA,ABEJORRAL
ANTIOQUIA,RIONEGRO
ANTIOQUIA,COPACABANA
ANTIOQUIA,GUARNE
ANTIOQUIA,SAN VICENTE DE FERRER
ANTIOQUIA,N/A
ANTIOQUIA,N/A
ANTIOQUIA,SOPETRÁN
ANTIOQUIA,URRAO
ANTIOQUIA,CAMPAMENTO
ANTIOQUIA,DON MATIAS
ANTIOQUIA,CALDAS
ANTIOQUIA,COCORNÁ
ANTIOQUIA,ANDES
ANTIOQUIA,BELLO
ANTIOQUIA,MARINILLA
ANTIOQUIA,CALDAS
ANTIOQUIA,VEGACHÍ
ANTIOQUIA,MACEO
ANTIOQUIA,BARBOSA
ANTIOQUIA,URRAO
ANTIOQUIA,RIONEGRO
ANTIOQUIA,COPACABANA
ANTIOQUIA,BETANIA
ANTIOQUIA,HELICONIA
ANTIOQUIA,SALGAR
ANTIOQUIA,LA ESTRELLA
ANTIOQUIA,SAN FRANCISCO
ANTIOQUIA,HISPANIA
ANTIOQUIA,CÁCERES
ANTIOQUIA,N/A
ANTIOQUIA,ANGELOPOLIS
ANTIOQUIA,YALÍ
ANTIOQUIA,AMALFI
ANTIOQUIA,N/A
ANTIOQUIA,BELLO
ANTIOQUIA,MONTEBELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,YARUMAL
ANTIOQUIA,ALEJANDRÍA
ANTIOQUIA,YARUMAL
ANTIOQUIA,AMAGÁ
ANTIOQUIA,FREDONIA
ANTIOQUIA,RETIRO
ANTIOQUIA,LA UNION
ANTIOQUIA,RETIRO
ANTIOQUIA,SAN RAFAEL
ANTIOQUIA,FRONTINO
ANTIOQUIA,GRANADA
ANTIOQUIA,BELMIRA
ANTIOQUIA,BELLO
ANTIOQUIA,PEQUE
ANTIOQUIA,N/A
ANTIOQUIA,SABANETA
ANTIOQUIA,N/A
ANTIOQUIA,DON MATIAS
ANTIOQUIA,BARBOSA
ANTIOQUIA,GRANADA
ANTIOQUIA,GOMEZ PLATA
ANTIOQUIA,NECOCLÍ
ANTIOQUIA,URRAO
ANTIOQUIA,CAREPA
ANTIOQUIA,N/A
ANTIOQUIA,YALÍ
ANTIOQUIA,BELLO
ANTIOQUIA,COPACABANA
ANTIOQUIA,YARUMAL
ANTIOQUIA,YARUMAL
ANTIOQUIA,GRANADA
ANTIOQUIA,ENVIGADO
ANTIOQUIA,CAÑASGORDAS
ANTIOQUIA,BARBOSA
ANTIOQUIA,ANZÁ
ANTIOQUIA,ITAGÜÍ
ANTIOQUIA,SOPETRÁN
ANTIOQUIA,VALPARAISO
ANTIOQUIA,BELLO
ANTIOQUIA,GIRARDOTA
ANTIOQUIA,ARBOLETES
ANTIOQUIA,SABANETA
ANTIOQUIA,PEQUE
ANTIOQUIA,APARTADO
ANTIOQUIA,N/A
ANTIOQUIA,YALÍ
ANTIOQUIA,VEGACHÍ
ANTIOQUIA,EL PEÑOL
ANTIOQUIA,ANORÍ
ANTIOQUIA,LA UNION
ANTIOQUIA,REMEDIOS
ANTIOQUIA,N/A
ANTIOQUIA,FREDONIA
ANTIOQUIA,SAN ROQUE
ANTIOQUIA,SAN JUAN DE URABÁ
ANTIOQUIA,COPACABANA
ANTIOQUIA,VALDIVIA
